tracking_id,L027,L072,L078,L140,L102,L115,L133,L137,L149,L074,N048,N068,N090,N098,L005,L101,L062,L031
CAT,41.0843,28.6702,64.6887,24.0558,84.8901,54.9378,39.6014,23.179,29.4849,39.2344,25.451,31.069,22.0445,23.3745,39.9228,36.4179,29.4056,48.7669
CATIP,0,0,0.217464,0,0,0,0.288094,0,0,0,0.0128892,0.0251024,0,0,0.0291555,0.0285637,0.011921,0
CATIP-AS1,0.0880034,0.158001,0.126329,0.103877,0.167919,0,0.221157,0.0429769,0.301208,0.235563,0.273273,0.194747,0.0788654,0.226354,0.0447691,0.131948,0.368792,0.341498
CATIP-AS2,0,0,0.0619563,0,0,0,0.0136666,0,0.0134276,0.0143971,0,0,0,0,0.0165972,0,0,0
CATSPER1,0.172011,0.0480651,0.605882,0.0539587,0.145854,0.0477295,0.146786,0.0594525,0.0929691,0.117959,0.0900574,0.011771,0.154966,0.0290682,0.0342788,0.0267729,0.206935,0.184715
CATSPER2,0.0876116,0.250935,0.0617721,0.630397,0.115681,0.0869549,0.0936881,0.13217,0.749541,0.130682,0.157693,0.21444,0.227179,0.217025,0.241041,0.0975692,0.284873,0.0808055
CATSPER2P1,0.23285,0.261507,0.224317,0.783369,0.212491,0.114104,0.198313,0.231833,0.506306,0.237313,0.301075,0.443735,0.488779,0.310956,0.194957,0.313669,0.271628,0.309398
CATSPER3,0.475659,0.369589,0.327181,0.605518,0.403603,0.111787,0.427788,0.526862,0.328003,0.254551,0.528143,0.350428,0.256543,0.237845,0.140408,0.342998,0.504912,0.470072
CATSPER4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATSPERB,0.178104,0.264032,0.117509,0.237453,0.107839,0.164346,0.168126,0.23897,0.305501,0.20889,0.259753,0.237698,0.240831,0.222667,0.272215,0.298909,0.301228,0.204196
CATSPERD,0,0,0,0.00563932,0,0,0,0,0.00571884,0,0.00627542,0,0,0,0,0.0069966,0,0
CATSPERG,0.20035,0.169632,0.619117,0.297699,0.130959,0.262987,0.182791,0.200312,0.274219,0.227289,0.231686,0.141798,0.20114,0.364573,0.122792,0.207431,0.311905,0.305201
CAV1,0.45088,1.89702,1.048,0.144633,0.305852,0,5.99831,0.663848,0.331136,6.93022,0.421732,0.356279,0.431645,0.188699,0.748283,0.477696,0.471369,3.1563
CAV2,0.038817,0.0419522,0.144357,0,0.0531581,0,0.0473427,0.0498662,0.143766,0.0444895,0.0538188,0.0102713,0.145882,0.0585124,0.0598478,0.017526,0.0292867,0.045138
CAV3,0,0,0,0,0,0,0,0,0.0116264,0,0,0.0124169,0,0,0,0,0,0
CBARP,0,0,0,0.0055195,0,0,0,0,0,0,0.0184252,0.00602116,0.0121948,0.0118944,0.0210403,0,0,0
CBFA2T2,6.19639,6.47659,4.77397,8.79504,4.71099,3.94339,4.53082,7.35176,8.15374,5.41882,7.04255,7.61758,8.36703,8.20431,5.42029,6.75718,7.99471,5.43457
CBFA2T3,0.882215,1.40581,4.84415,0.158158,1.92568,1.91411,2.14825,0.44366,1.02162,1.59472,1.61716,0.661576,1.33315,0.298094,1.2749,0.277416,1.44864,1.27091
CBFB,64.3943,50.956,58.4768,50.8129,67.8449,67.1591,45.7108,46.4303,43.1058,60.47,31.9353,37.7262,33.1439,32.2252,52.7004,59.1723,44.3384,71.9337
CBL,12.6152,10.2154,12.4694,8.87799,10.8353,8.75136,9.18454,9.90933,9.94967,11.8878,6.66156,11.5388,8.12606,6.38017,10.2018,11.5014,13.3269,9.41258
CBLB,9.41209,10.9363,6.16996,21.1227,9.52076,8.74796,11.7915,13.6591,12.9795,9.87478,18.1306,8.39345,22.2494,21.4961,18.8654,11.5477,12.9717,13.3407
CBLC,0,0,0,0.0649768,0.0328663,0,0,0,0,0.0407859,0,0,0,0.0100182,0.0130969,0.0383903,0.0214031,0
CBLL1,10.6357,15.7942,13.625,11.8011,11.5271,8.65989,14.548,24.0441,14.9165,11.2457,18.2485,10.9,19.5401,17.326,21.9348,23.9194,15.8288,20.297
CBLN1,0,0,0,0,0.00686153,0,0,0,0,0,0,0,0,0,0,0.00724121,0,0
CBLN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBLN3,1.13339,0.534855,0.70435,0.91146,0.257304,0.50707,0.845962,0.46138,2.55382,0.538483,0.926583,0.37811,0.886497,0.569773,0.471159,0.829576,0.756326,0.807682
CBLN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBR1,18.5446,12.7387,31.7453,9.21401,15.8659,23.6616,23.3724,11.9274,11.2717,21.5653,8.35033,14.4015,7.78055,5.94328,10.1669,14.6974,9.57011,14.2953
CBR3,11.9066,4.38845,6.62918,3.46442,6.09936,9.33012,6.45295,12.4598,4.23544,10.3138,8.94256,9.92232,7.81567,8.43139,6.81919,10.6977,3.34425,4.24603
CBR3-AS1,1.25501,0.76359,0.937137,1.16322,0.972077,1.91667,0.616779,1.29123,1.0718,0.62256,0.840114,1.91064,0.941145,0.648095,1.03065,1.60554,1.07518,0.892837
CBR4,2.22061,1.99107,2.80191,3.06872,1.89592,2.07955,2.14126,1.16574,2.67454,2.68541,0.878426,2.92684,1.35782,1.20113,1.45128,0.968963,2.53935,1.53611
CBS,0.0148502,0,0,0,0,0,0,0,0,0.0132396,0.01347,0,0,0,0,0,0,0.0248751
CBWD1,3.58906,7.34493,3.99729,6.05437,3.63932,7.30011,7.31982,4.07053,4.03468,5.81644,4.76024,5.44635,3.58264,4.24097,6.22251,5.63401,3.47021,7.0469
CBWD2,4.4082,4.93332,5.81434,4.69135,4.19617,6.30324,7.36272,5.36871,4.81671,5.43315,3.77995,4.80931,3.69403,3.55696,3.33518,4.44553,5.04058,5.67559
CBWD3,0.396247,0.857082,0.47103,0.844913,0.432293,0.27213,0.607737,0.453122,0.703261,0.771799,0.212561,0.576858,0.508127,0.520795,0.306469,0.441361,0.599045,0.475104
CBWD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBWD6,0.482225,0.399449,0.302998,1.60138,0.482177,0.442394,0.473324,0.636926,1.08727,0.439363,0.56001,0.699241,0.764047,0.542242,0.119297,0.243645,0.628802,0.444663
CBX1,34.6936,22.4282,29.8359,16.5758,28.6992,33.8479,25.3711,12.3561,20.3822,28.6689,7.50131,29.7405,7.66989,7.76069,11.2021,17.3913,20.9482,23.3592
CBX2,0.351591,0.294387,0.44956,0.227279,0.685531,0.32194,0.560264,0.192721,0.296483,0.18662,0.122084,0.219804,0.200817,0.132129,0.155741,0.111998,0.143668,0.123578
CBX3,106.752,92.1569,94.1171,65.7486,96.0537,109.246,110.557,79.9105,80.1735,93.5618,56.8444,85.4191,58.839,57.3351,77.4983,93.0282,85.2326,89.8514
CBX3P2,2.1053,3.29064,1.71661,4.27177,3.26678,2.90902,3.19851,4.02034,2.08399,1.78553,3.37484,2.71041,3.48381,2.61187,2.16238,4.21254,3.22852,3.71844
CBX4,15.8289,33.3384,19.279,35.1829,20.8482,15.7754,31.1154,67.7456,31.0502,19.1917,85.8419,19.0409,49.0528,53.3437,34.7305,50.8667,28.7022,40.1661
CBX5,5.7568,4.93952,5.28288,7.37775,7.06049,3.94048,8.63058,4.80186,7.47685,4.93674,5.12282,5.77,8.00636,6.07942,6.90624,4.21256,6.56425,4.28281
CBX6,7.58649,9.37305,8.15439,13.6052,6.80325,6.67124,9.49728,7.99665,14.0254,7.13692,17.8255,12.8592,13.5435,10.7737,11.2051,7.29668,9.44989,5.75489
CBX7,38.0565,34.4773,35.6178,25.8885,24.1681,34.1837,21.8477,28.0378,26.4918,33.4612,27.3913,40.9418,35.1652,30.0352,31.1778,31.9589,29.8212,40.0365
CBX8,0.744043,1.06038,1.16037,0.833801,0.893947,0.607527,1.76973,1.06954,1.43255,0.990056,2.15834,0.892703,1.86952,1.85188,1.40428,1.8252,0.947649,1.56849
CBY1,3.64699,2.65711,1.5947,3.34683,3.16338,3.45451,1.43324,1.78743,2.60431,2.23318,2.15473,6.12928,2.68448,2.11836,2.08011,1.97255,3.25943,1.23026
CBY3,0.332721,0.0693872,0.344425,0.696846,0.220459,0.550382,0.45486,0.378716,0.258636,0.297012,0.321558,0.181892,0.160431,0.266824,0.263063,0.28318,0.258804,0.484692
CC2D1A,4.78519,6.80995,7.06992,10.8961,4.6635,4.69938,6.17425,5.28754,9.6008,5.01368,5.46623,6.73076,5.01583,4.46025,3.59401,5.6042,7.41485,5.26739
CC2D1B,6.46827,7.98616,6.10246,13.4123,6.33757,6.29449,6.44586,6.49441,10.5367,6.40605,6.43504,13.0463,7.96413,7.43106,4.64193,6.05265,10.2472,4.83912
CC2D2A,0.0414615,0.0500256,0.0675464,0.0344141,0.067162,0.119349,0.028599,0.00638311,0.0404223,0.0227407,0.0557529,0.0973668,0.0302032,0.0208324,0.0661513,0.110645,0.0623199,0.033899
CC2D2B,0,0.00757604,0.00934702,0.0271718,0.0185832,0.010002,0.0330516,0.00966328,0.0401944,0,0.00759803,0.0344945,0.061086,0.0366241,0,0.0098006,0.0211542,0
CCAR1,7.52215,9.15463,7.15139,18.8639,7.70444,6.14441,10.8154,11.1507,16.0929,6.31438,12.262,10.0704,13.6778,13.2876,11.7582,8.06397,12.2719,5.7203
CCAR2,33.103,24.8845,32.0583,30.9808,26.1857,25.0369,32.8589,22.0524,31.4701,27.8956,20.2739,36.6087,30.0075,32.7735,26.7442,19.3244,28.8642,18.6319
CCAT1,0.00617065,0,0,0.01007,0,0.00636066,0,0,0.00509859,0.0055009,0,0,0,0,0,0,0,0
CCAT2,0.0205263,0,0.00988831,0.108433,0.00983473,0.021129,0.0349763,0.0102237,0.0255416,0,0.0557624,0.0182554,0.046177,0.0449944,0.0106186,0.0103717,0.112721,0
CCBE1,0.0053087,0.00241302,0.0102414,0.00434656,0,0.0219149,0.0158833,0,0.0109287,0.00236567,0.00482894,0.00472405,0.00718306,0,0.0110213,0.00268867,0.00224543,0
CCBL1,4.69517,3.51706,3.29915,4.90534,3.67246,4.95175,3.93328,2.76688,5.10096,4.93265,2.15897,5.09199,1.79277,1.62975,1.88221,3.16866,4.68712,3.47893
CCBL2,14.8338,10.9745,15.0798,12.1573,13.7731,13.8659,10.392,9.08286,12.0898,13.6156,5.52654,13.2906,9.93338,8.18856,10.4954,11.5628,11.0901,13.2099
CCDC101,35.1831,26.2112,24.7675,25.1313,22.1466,24.6721,20.0129,21.771,21.7831,26.6748,22.1196,37.7142,24.8828,24.5212,20.705,30.9791,22.711,30.6068
CCDC102A,4.7137,5.45274,3.81751,5.81332,6.93179,9.15989,5.52108,3.70949,4.85984,4.08085,2.87687,4.63993,2.71424,2.65336,2.45289,3.3964,3.88743,4.36657
CCDC102B,0.447748,0.601603,0.257307,0.555847,0.404732,0.574002,0.485734,0.397273,0.335103,0.351556,0.229385,0.503262,0.281198,0.247427,0.520083,0.476762,0.356967,0.364161
CCDC103,0.0419496,0.0380572,0.0707453,0.0340835,0.0603008,0.0431783,0.107226,0.125367,0.0261013,0.110103,0.265928,0.102622,0.0754997,0.147133,0.0976611,0.0317898,0.0620242,0.0936641
CCDC105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC106,2.83156,1.69713,0.952471,3.07963,2.67098,4.04394,2.13303,1.58913,1.44586,1.62757,1.88023,2.87495,1.499,1.10175,1.55786,2.05249,2.27993,1.10349
CCDC107,9.9519,10.2586,10.974,7.58136,9.57654,21.1568,12.3757,9.66974,7.84298,11.0143,9.41515,9.02723,5.24004,6.0771,6.96907,10.8919,7.94215,13.797
CCDC108,0,0.00948545,0,0.00623951,0.00500307,0,0,0.017274,0.0043078,0,0.00948305,0,0.00470391,0,0,0,0.00235336,0
CCDC109B,152.182,132.755,122.489,95.9409,117.062,169.414,139.583,157.301,89.5104,152.515,126.35,128.484,113.149,133.024,141.74,171.481,99.047,190.04
CCDC110,0.0891217,0.0843884,0.0238858,0.0859198,0.0911274,0.0191537,0.0475823,0.0185586,0.0511813,0.0441748,0.0539386,0.089862,0.069599,0.0992371,0.0677436,0.0120239,0.0418951,0.0415084
CCDC112,2.48028,2.9545,2.49834,1.4201,1.71625,3.01546,1.74172,2.782,1.70528,3.00003,1.51079,2.07626,2.0648,1.82288,2.56263,2.6077,2.07705,2.77765
CCDC113,0.00983135,0.017305,0.0284488,0.0519332,0.0365081,0,0.0168046,0.0131171,0.0470568,0.0116836,0.0375107,0.042353,0.062959,0.0475002,0.0526889,0.051417,0.0348921,0.0109848
CCDC114,0.100855,0.154311,0.0511813,0.628555,0.117037,0.0273661,0.104243,0.0954827,0.306759,0.0615125,0.144626,0.188905,0.19615,0.107369,0.0770529,0.107448,0.251349,0.0533632
CCDC115,36.5446,35.8285,45.9206,27.0977,29.2824,44.5073,37.2807,33.7605,29.0809,34.958,32.9448,31.167,35.0749,34.2505,36.4047,38.6412,32.3568,44.2577
CCDC116,0.0160389,0.0291207,0.0231875,0.137166,0.00768604,0,0.0478742,0.0880014,0.0663806,0.0142999,0.0727156,0.0428004,0.0288861,0.0774519,0.0166105,0.0405488,0.162667,0.0268635
CCDC117,6.27607,7.45794,8.07411,5.56238,8.60792,6.3482,8.96857,6.83904,6.8111,7.65377,10.7075,6.52052,5.89086,4.95286,8.32308,9.46293,6.50532,8.59101
CCDC12,44.9584,41.7543,41.8183,40.9883,41.486,67.8542,60.8231,55.8364,40.893,42.2263,76.837,47.3132,48.0299,64.5979,65.0062,49.4115,39.9117,49.2777
CCDC120,3.46025,3.05153,2.36054,3.76101,2.85985,2.50702,2.23417,3.07768,2.86351,3.02781,3.20255,4.15746,2.95788,3.25694,3.05544,3.2422,2.92654,2.42508
CCDC121,0.374905,0.150229,0.211568,0.126575,0.48929,0.312554,0.138859,0.225483,0.097922,0.355993,0.140928,0.730979,0.266613,0.149456,0.207025,0.0896696,0.137631,0.115604
CCDC122,0.529582,0.46464,0.289199,0.510016,1.03198,0.345417,0.48158,0.264017,0.299781,0.157397,0.151989,0.455341,0.468821,0.232374,0.328959,0.740657,0.499739,0.995302
CCDC124,38.4829,42.9183,50.5853,39.6693,40.2821,70.4447,61.0263,49.1423,31.1995,41.4359,43.9902,41.5746,27.4555,32.9722,34.2118,48.5949,33.8154,58.3276
CCDC125,1.85642,1.66887,1.44202,1.61082,1.73558,0.597878,1.65246,1.28126,2.02425,1.4723,1.40787,2.60414,1.83517,1.35262,1.34857,1.64863,2.11387,1.06214
CCDC126,2.78663,1.72527,2.69295,0.900707,2.95428,2.41475,1.66908,1.20118,1.76324,2.44041,1.18112,2.54779,1.53398,1.84846,2.57366,1.15317,1.8916,1.71315
CCDC127,6.25765,5.14267,4.22236,3.75403,5.01046,4.58904,4.69399,5.08422,3.76576,5.37228,5.38687,6.81355,4.62015,6.52543,7.71705,4.65019,4.13078,3.89054
CCDC129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00487762,0,0,0
CCDC13,0.0304458,0.0663674,0.135021,0.0347822,0.0525323,0.144367,0.0571715,0.0304102,0.0955864,0.0759953,0.0221105,0.0325031,0.0164601,0.0428204,0.056803,0.0862596,0.0308885,0.0272037
CCDC13-AS1,0,0,0,0,0,0,0,0,0.036914,0,0,0,0,0,0,0,0,0
CCDC130,5.54439,7.85128,3.43592,33.077,4.17341,5.49971,6.34961,11.0181,19.0307,4.24082,11.8666,12.1637,13.2442,14.567,4.14848,4.78208,13.9004,3.38559
CCDC134,1.29388,1.72091,1.67926,3.62136,1.44158,1.53256,2.82311,2.13831,2.42399,1.51787,2.23642,2.26331,3.38258,4.71957,1.91759,1.76031,2.79046,1.20822
CCDC136,0.671652,1.08532,0.789581,1.40291,0.876834,0.947463,0.717307,1.65769,1.24109,0.715538,1.36801,1.42718,1.07167,1.04394,0.876801,1.86326,1.76961,1.08499
CCDC137,13.0468,9.78438,8.96063,14.098,10.1621,11.8438,11.0893,13.5968,11.1427,7.46154,17.8439,12.6397,14.0833,14.7291,13.1545,10.8315,10.7079,5.31678
CCDC138,1.69911,1.741,1.30689,1.67378,1.99717,1.73438,1.87284,1.44978,1.85623,1.67465,1.56753,1.64226,1.40366,1.51381,1.41337,1.83107,2.00149,2.70408
CCDC14,2.41268,3.39064,1.62766,8.04378,2.79486,1.96028,2.39506,3.38369,7.76058,2.30276,3.7785,3.22414,4.91304,4.22848,3.27916,3.0548,5.05312,2.63744
CCDC140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC141,0.588052,0.560949,0.276691,0.560217,0.403023,0.608925,0.458144,0.816628,0.368074,0.372955,1.00962,0.696694,1.41601,1.47688,1.09392,0.736539,0.647095,0.328583
CCDC142,1.01273,1.06494,0.73345,1.31368,0.881665,1.1568,1.20008,0.981929,1.17402,0.722823,0.645434,1.92997,0.962154,1.05193,0.495157,0.58933,1.4735,0.489856
CCDC144A,0,0.0273431,0,0.041386,0.00288416,0,0.00771249,0.0486018,0.257697,0.00536144,0.0027351,0,0.116663,0.0754869,0.00312149,0.0974916,0.17557,0.0100826
CCDC144B,0.0416928,0.146469,0.0511906,1.31368,0.0599687,0.0215197,0.0713052,0.320765,1.13837,0.0270229,0.200058,0.069147,0.324884,0.990376,0.062972,0.186247,0.830549,0.0360032
CCDC144CP,0,0,0,0,0,0,0,0.016044,0.00330667,0,0,0.00713663,0.0144638,0,0.00416047,0,0.00678347,0
CCDC144NL,0,0,0,0.0150421,0.00589023,0,0.00524477,0.030687,0.0304626,0.0273893,0,0.00546666,0.0110735,0,0.00636896,0.0373056,0.0207803,0
CCDC144NL-AS1,0,0,0.00473101,0,0,0,0,0,0,0,0.00445702,0,0,0,0,0,0,0
CCDC146,2.01136,2.48292,1.15476,6.14088,1.88403,1.24548,2.74891,3.08955,6.34516,2.55479,1.53405,2.51352,1.94669,1.28292,1.22592,2.74551,5.22351,2.31536
CCDC148,0,0,0.0387255,0,0.0149858,0,0.0265964,0,0.0110694,0,0.0282452,0,0.0140544,0,0,0.00677302,0,0
CCDC148-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC149,0.00853458,0.0193904,0.115245,0.00697654,0.16203,0,0.018228,0.00853458,0.0175987,0.0114114,0.0232702,0.0113912,0.0228911,0,0.056061,0.0129618,0.0216556,0.00953468
CCDC15,0.33882,0.264461,0.343494,0.443839,0.266527,0.259863,0.430422,0.230212,0.437104,0.32911,0.193419,0.456067,0.462117,0.290503,0.220785,0.237477,0.440831,0.208667
CCDC150,0.0276243,0.0376501,0.031078,0.0790115,0.030897,0,0.110106,0.00460305,0.121549,0.0410389,0.0376483,0.0204821,0.0373545,0.0121522,0.00477519,0.0046608,0.0389348,0.00514324
CCDC151,0.0192194,0.0347461,0.0185297,0.00777791,0.0275299,0.0591013,0.0652047,0.0190627,0.0079283,0.00798785,0.0520941,0.00850617,0.0241946,0.00838922,0.00989805,0.0193339,0.0161838,0.0300059
CCDC152,0.833415,0.42067,0.347775,0.465872,0.7102,1.35201,0.703416,0.472571,0.51079,0.834123,0.243512,0.958324,0.342674,0.480182,0.368967,0.513076,0.618207,0.805763
CCDC153,0.137334,0.272905,0.184762,0.37325,0.210272,0.365413,0.325164,0.108253,0.254903,0.245221,0.172355,0.146381,0.22123,0.190686,0.310295,0.0552235,0.254516,0.21413
CCDC154,0.0481405,0.21123,0.046398,1.35927,0.053829,0.0330611,0.0889534,0.328167,0.750477,0.071535,0.596563,0.463902,0.252879,0.288827,0.0249281,0.0892517,0.806959,0.0179179
CCDC155,0.0292974,0.0133007,0.0705998,0.00596963,0.00702024,0.0226407,0.0499864,0.00730997,0.0363517,0.0130598,0.00664403,0.00651545,0.00659706,0.012867,0.0303506,0.0444506,0.0185732,0.0163583
CCDC157,0.765957,0.643841,0.699913,1.82446,0.72329,1.17271,1.13211,0.890879,0.627883,0.718468,1.41171,0.956059,1.29809,2.07061,1.04292,0.613164,0.874768,0.670379
CCDC158,0.00468287,0.0170195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC159,6.48437,8.08709,8.41952,11.313,6.47208,8.32547,6.94749,7.60322,11.2856,6.60032,7.01309,6.86755,6.65626,6.7899,5.65003,6.92359,7.16611,9.30807
CCDC160,0,0,0.0138804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121705,0
CCDC162P,0,0.0271994,0.0289453,0.0240263,0.0288295,0,0,0,0.05098,0,0,0,0.0538895,0,0,0,0,0
CCDC163P,4.36831,1.30375,3.46786,4.48549,1.48423,1.35214,3.47919,2.26024,6.29394,3.46095,0.515364,3.78867,0.542372,0.37102,0.590443,3.85272,0.983754,2.33229
CCDC166,0,0,0,0,0,0,0,0,0,0,0,0.0503245,0,0,0,0,0,0
CCDC167,22.3075,51.2611,48.262,11.6107,33.6958,47.4231,46.8014,28.0966,22.7344,56.2517,20.3479,36.5777,22.1611,17.4195,27.8417,56.806,33.5817,63.806
CCDC168,0.00303234,0.000689501,0.00292581,0.00124369,0.000726992,0.000782871,0.00778298,0,0.00311555,0,0,0.000674692,0.00136849,0.00467974,0,0.00153666,0.00513202,0.0025419
CCDC169,0,0.0191725,0.018451,0,0.0490926,0,0,0,0,0,0,0,0.0111183,0,0.0365423,0,0,0.0192037
CCDC169-SOHLH2,0,0.0237236,0,0,0.0527398,0,0,0,0,0,1.20E-06,0,0.00851051,0,0.00957717,0,0,0
CCDC17,0.0394832,0.0990735,0.0751293,0.469634,0.06812,0.0569476,0.0336734,0.173341,0.441021,0.0416974,0.157554,0.126449,0.217612,0.164276,0.0736115,0.087852,0.2937,0.0529075
CCDC170,0.00632495,0.00574915,0.427036,0.00517606,0.0212253,0,0.0324337,0.00632944,0.0182381,0.0169118,0.00862744,0.0196986,0.0285225,0.00835452,0.00984622,0.00320286,0.0160503,0
CCDC171,0.285759,0.207056,0.201106,0.375804,0.414659,0.0995914,0.260645,0.301284,0.264238,0.168654,0.164976,0.185545,0.25767,0.387492,0.220354,0.215055,0.231888,0.0992284
CCDC172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC173,0.00811214,0.0147283,0.0156368,0.0132133,0.0621987,0.00835641,0.0207539,0.00809212,0.0268616,0.0144653,0.0294209,0,0.0292191,0.0427325,0,0,0,0
CCDC174,6.36172,4.68193,4.6561,6.7515,5.68101,4.18878,5.28702,10.171,5.17309,3.83419,17.6442,8.09203,14.4942,16.0087,13.4362,7.53028,6.59587,5.01153
CCDC175,0.00664031,0.132668,0.0960195,0.0541578,0.0827444,0.0410629,0.0283323,0.0331516,0.082338,0.053278,0.0723116,0.0295363,0.0598226,0.0466812,0.0825731,0.0873333,0.0898164,0.0370797
CCDC176,1.30704,1.15225,0.84015,0.83302,1.20009,1.41582,0.696863,1.28946,0.801498,0.658778,0.761227,1.06962,0.805169,0.848655,1.06921,1.22233,1.05386,1.41682
CCDC177,0,0,0,0.00659916,0,0,0,0,0,0,0,0,0,0.0071033,0,0,0,0
CCDC178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC179,0,0,0,0.0208502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC18,0.518766,0.871953,0.600728,1.2998,0.677426,0.318434,0.953533,0.650455,1.71619,0.418325,0.536601,1.09041,0.796577,0.646494,0.452036,0.575023,1.4993,0.249144
CCDC180,0.152869,0.27849,0.104087,1.0415,0.146912,9.84E-05,0.101238,0.147118,0.541661,0.0655322,0.236034,0.864138,0.314672,0.177488,0.089538,0.000392627,0.670003,0.011047
CCDC181,0.0650766,0.0253156,0.0179197,0.0378155,0.0445084,0,0,0.0370691,0.06935,0.0165813,0.0505423,0.0248076,0,0.0163133,0.00962323,0,0.0392803,0
CCDC182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC183,0.136547,0.0952921,0.0708372,0.716893,0.140909,0.129733,0.170012,0.198772,0.427052,0.196695,0.247263,0.121438,0.245727,0.230209,0.0869304,0.0849109,0.168599,0.152418
CCDC183-AS1,0.336462,0.318784,0.232663,1.07904,0.441674,0.211027,0.405589,0.313903,0.550579,0.417345,0.484358,0.61162,0.770809,0.918745,0.295518,0.421707,0.630631,0.302217
CCDC184,0.0596505,0.0880093,0.165302,0.0850696,0.0285866,0.115238,0.076326,0.0446463,0.0678542,0.0398857,0.317871,0.106124,0.0873032,0.157173,0.193098,0.075416,0.0630247,0.0832635
CCDC185,0,0,0,0,0,0,0,0,0.00696594,0,0,0,0,0,0,0,0,0
CCDC186,5.72535,4.72838,5.00432,5.60664,5.33234,3.67964,5.20879,6.12611,6.37761,5.32443,7.49533,5.16784,8.37838,8.67122,7.30878,6.73243,7.12504,5.76753
CCDC22,17.7044,11.8691,16.7595,17.9612,13.7806,21.7307,13.0107,9.58259,15.0911,15.5422,8.04605,15.7825,9.71529,8.71195,8.18113,10.9102,12.9178,13.5787
CCDC24,0.214089,0.742236,0.739882,0.51059,0.289576,0.375639,0.428744,0.313163,0.848128,0.426806,0.808567,0.279958,0.362365,0.341825,0.299384,0.330656,0.521136,0.674559
CCDC25,19.6881,17.7135,18.3087,12.8979,19.6607,20.3113,22.2322,20.7882,13.8189,19.2139,13.4016,17.4391,13.2411,16.9805,19.8832,24.2824,15.6533,24.6155
CCDC26,0,0.0111239,0.063472,0,0,0,0.0208851,0,0.0203928,0.0391652,0.0221913,0,0.0110315,0.00961522,0,0,0.0207213,0
CCDC27,0,0,0,0,0,0,0,0,0,0,0.00733687,0.00719774,0,0,0,0,0,0
CCDC28A,20.1533,11.9835,12.4686,10.7888,13.2367,22.2819,13.8161,15.5987,13.4495,16.6616,25.2689,13.6697,23.5584,22.298,29.8435,18.2987,12.5999,15.7598
CCDC28B,8.78132,6.52441,7.78474,4.16873,6.70756,11.4281,12.4111,3.77298,6.48836,10.0945,3.75886,6.78814,2.56492,2.17289,2.88671,4.75362,6.16343,7.61103
CCDC3,0.00516711,0.0328598,0.0298934,0.00514619,0.0148603,0.0532804,0.052946,0.046477,0.0426525,0.0736953,0.0187726,0.0413747,0.00568335,0.0136337,0.0279692,0.0366092,0.0393229,0.0346308
CCDC30,0.0718905,0.120564,0.0586508,0.2393,0.0795179,0.039911,0.217181,0.187868,0.342483,0.0887328,0.14563,0.275518,0.214302,0.116705,0.114666,0.0839489,0.294576,0.0494152
CCDC33,0,0,0.0168994,0,0,0,0,0,0,0,0,0,0,0.00769412,0,0.00886417,0,0
CCDC34,2.4133,2.23461,2.6098,1.56183,2.80199,3.01262,5.49166,2.12675,1.63318,2.66217,1.69531,2.57126,0.81759,1.33953,1.50658,2.08019,1.96708,2.33091
CCDC36,0,0,0,0,0,0,0,0.0128086,0.00529994,0,0,0,0,0,0,0,0,0.00716224
CCDC37,0.00846528,0,0,0,0.00811306,0,0,0,0.00701014,0,0.0230214,0.00752974,0.0152438,0.0148611,0,0,0,0
CCDC37-AS1,0,0,0,0,0,0,0,0,0.0467517,0,0.0496571,0,0,0,0.0284451,0,0,0
CCDC38,0,0.00825423,0,0.00739998,0.0174322,0.00936567,0.00775274,0.0725343,0.00753618,0,0.0164831,0,0,0.0319208,0.00941471,0.00919436,0.0230562,0.010154
CCDC39,0.184477,0.211532,0.110127,1.2781,0.206336,0.0679546,0.146322,0.294261,0.637642,0.160519,0.207545,0.328279,0.593982,0.386494,0.200464,0.155635,0.501464,0.0883231
CCDC40,0.0143823,0,0.0113381,0.113595,0,0,0.0200887,0.0287549,0.0371676,0.00427321,0,0.0244087,0.043208,0,0.00994388,0.0158727,0.0284193,0.00535527
CCDC42,0.197601,0.388426,0.321462,0.557003,0.438224,0.286634,0.222597,0.523649,0.188142,0.269872,0.0148793,0.0877289,0.177739,0.139094,0.238224,0.215754,0.4657,0.467465
