,L140,L149,L062,N048,N068,N090,N098,L005,L027,L031,L072,L074,L078,L102,L115,L133,L137
CCDC64,0.00639347980296,0.010389472,0.00683856485945,0.006881471,0.0036535466207100005,0.011799506999999999,0.011600164709100002,0.0039206223795400005,0.00296599074907,0.00270054942058,0.004431088,0.0030781373054299998,0.0027508737209299998,0.0022862057042,0.003127777,0.0034604428966900002,0.00692669288576
CTDSPL2,0.00768156797308,0.007397544,0.00593841359341,0.00266088,0.0041317915632100004,0.003351435,0.00337088611438,0.0012202913243800002,0.00409022370958,0.00128883450979,0.0034663309999999996,0.00277394147322,0.00168776990353,0.0025490694367100004,0.002258319,0.0029061132664499997,0.00477250075335
PQLC1,0.00358759738102,0.0032033290000000004,0.00248816863161,0.002522379,0.00228781887042,0.003476233,0.00409594386152,0.0011828405484000002,0.0013168158651,0.000925910203266,0.001356252,0.0013695032247700001,0.000856997280595,0.00138490876884,0.000764362,0.0012089482193900001,0.00205113775203
LDLR,0.00740218535797,0.00457636,0.00366165276418,0.0040756279999999995,0.00419739210937,0.00295637,0.0035147313827399995,0.000486021307488,0.0012885158296300002,0.00121898103319,0.002059991,0.0017439792543,0.0017509185527100001,0.00101739177609,0.00043111099999999997,0.00219949508661,0.00190695267883
DPY19L1,0.0111799873572,0.007223071,0.00762827439834,0.005028444,0.0015771702756700002,0.0059596530000000005,0.006189518709600001,0.00254744543218,0.0027502521239,0.00199410700029,0.004179335,0.00263965655208,0.0017453779681,0.0017119156967699998,0.0018406579999999998,0.00350353239053,0.00540371790779
PRPF4B,0.0399225796056,0.032048333,0.0338257791095,0.010797561,0.013267030586700002,0.020919326999999998,0.0190442625346,0.00329753529713,0.0099144300981,0.00449036296914,0.01253574,0.009805009032580001,0.00821203961946,0.00692137679251,0.009329726,0.0132332440341,0.022274937400000003
MCM5,0.0293804843802,0.021864308,0.0198953471596,0.010865991,0.014989812231,0.019381783,0.017329118402900003,0.00206890316148,0.00464772656653,0.0014665250684799999,0.008882741,0.0034749934026100005,0.00276683355269,0.00456934098138,0.0032403320000000003,0.0038993428947899996,0.0139500208075
LOC100862671,0.0183436317299,0.013806276000000001,0.0167127080641,0.002518792,0.00642063452045,0.016959282,0.0183820532821,0.0167369475998,0.0113501672418,0.00240880935994,0.006109614,0.0100116164112,0.0106271001174,0.006028182177810001,0.017083754,0.0035337056625100003,0.0144932854428
CCDC61,0.0234036487776,0.030185538999999997,0.0257037852599,0.024234869,0.010740994352799998,0.02870524,0.0190877369417,0.0154511483497,0.010206413921299999,0.015505891801400001,0.018569403,0.0116199026471,0.011051407488799998,0.00854243989869,0.005160853,0.00791816688267,0.0224100040782
OPA3,0.015113803194,0.011946964,0.0141809257871,0.006877015,0.0189552585117,0.01504347,0.016202182802600003,0.00157598254697,0.0107137697838,0.0125151555201,0.016365973,0.00707171655692,0.00489384054059,0.00531159304241,0.005778603,0.006458857285720001,0.021633942235699997
SLC25A23,0.00523728750666,0.00439934,0.00273836348376,0.003867487,0.0040224209077199995,0.003157247,0.00277379469555,0.0013483099002900001,0.000772444992988,0.00107150479888,0.001342431,0.00114551671894,0.0013386922193800001,0.000616082713849,0.00137613,0.0015588281881300002,0.0016099717049300002
BAHD1,0.0132948112274,0.014296031,0.00869916022979,0.006368864,0.00590193163285,0.011007141000000002,0.0144043647117,0.00184187594939,0.00318189892953,0.0017759701894400001,0.005252788,0.0026321765996900003,0.0019959642647100003,0.00266899516216,0.003395886,0.00488436542411,0.00952128564043
FAM104B,0.0007556700404219999,0.002024348,0.000353383107829,0.0006270819999999999,0.000393725461464,0.004361069,0.00154494558087,0.000579566677488,0.00022209146707299999,0.0002811485852,0.00038780300000000004,9.74821894857e-05,0.00029689783123400005,0.000216030137607,9.449999999999999e-05,0.000317366887661,0.0007524856408869999
ZNF184,0.023572013748,0.016199231,0.0140816113351,0.006993737,0.00642208070464,0.008098395999999999,0.00772271193029,0.006918882814310001,0.00697707072063,0.00405253037692,0.009987860999999999,0.00879211668124,0.006317536797529999,0.00537393819238,0.009052582,0.0101892024058,0.00802847898243
GPN1,0.0177304781436,0.013200321000000001,0.00964345497594,0.007987682,0.00659999568035,0.01491073,0.012316847797700002,0.0036188578787300003,0.0024468845185300005,0.00181398886636,0.005879939,0.0022600896123699996,0.0019542342956400003,0.00314545213827,0.001179744,0.00249773986244,0.0117440732492
PGAP2,0.021394336186,0.019562191,0.0161825299582,0.010565471000000002,0.0109173445568,0.020472748,0.0145690950091,0.0027423141499800002,0.0030573753295799998,0.00179349368811,0.005345883,0.00214710858976,0.00293380240039,0.00129939525924,0.000921794,0.0030956706652600003,0.00515444904233
GTF3C3,0.0290160635945,0.016515091000000003,0.0131490874568,0.008603661,0.007570334353069999,0.012086617,0.0165360335183,0.0062893529533,0.00628439327976,0.0015992636703199999,0.006835058000000001,0.0025224478156399997,0.00270090667687,0.00395522708424,0.003388818,0.00668683142956,0.00880839538782
TPM4,0.0506229815912,0.019909205,0.0121835842744,0.007913039,0.00864429768225,0.018659817,0.0132829679547,0.00208271208196,0.0023974468719999997,0.0013927733170799998,0.003904625,0.00221365324566,0.00119518761531,0.00264062620428,0.0009376260000000001,0.00182896609352,0.008842535250489999
WBP1L,0.0019104468908,0.0008080810000000001,0.0011625456463800002,0.0006237030000000001,0.000989380101534,0.001308067,0.0015584535559300002,0.000787985436993,0.00086310503757,0.00056002172044,0.000540551,0.00043245452118300005,0.000388529523835,0.00040448527303,0.000432981,0.000312031947821,0.000877997339242
SOD2,0.00762356581402,0.008741019000000001,0.0041611206040700005,0.001441813,0.00270895683015,0.0025440470000000002,0.00273371059881,0.0007194952971080001,0.00160757858873,0.0009689795635549999,0.001508384,0.00238861034052,0.0008203017023989999,0.0013656196650499999,0.003412412,0.00248272805115,0.0021837011383
CCDC117,0.0275469989631,0.02120343,0.0170956682037,0.009982748,0.012658259576700002,0.016860813,0.0167547811879,0.00701705922854,0.004982056188109999,0.00619345253064,0.006760925,0.00595181665597,0.0074019143065,0.00423991205683,0.005624813,0.0060675734356399995,0.007316244866939999
MPP6,0.00123395520744,0.001253597,0.000974900845256,0.001337705,0.00035498557936900003,0.0009786039999999999,0.00125310738478,0.000658214730172,0.00337696860246,0.00044672982902900006,0.000581195,0.000265206036343,0.000527588472476,0.00058171012403,0.0009088119999999999,0.000672580818386,0.00116939570138
TSPO,0.0122213378627,0.009393565999999999,0.00476039471507,0.000903484,0.00464289113926,0.0027454470000000003,0.0019387532159899998,0.00018571908792500003,0.0008192434664030001,0.000172041076714,0.001354499,0.000593740854972,0.0004784627505990001,0.000703355821518,0.00021929099999999998,0.000962211115085,0.00129394082583
CHID1,0.0124806841501,0.010781947,0.008012921942960001,0.002851098,0.005189449233,0.007353454000000001,0.00629788985383,0.0014339639252200001,0.0032455894288300003,0.000942668037753,0.0030009629999999997,0.00249915487175,0.00174308433567,0.0026548020143200004,0.001768316,0.0021327871380599998,0.0017311320488
KLF12,0.00175767327583,0.001727218,0.0013229537043099998,0.002398595,0.0009399234209939999,0.001366014,0.0018027195822,0.00149074782896,0.0036373176277099996,0.00103943007975,0.00151163,0.00119832924391,0.0013280881850500001,0.0010235432485000001,0.001070017,0.0018129554409,0.0022906997837800003
RFK,0.0338548876064,0.016062397,0.0160898700367,0.003357755,0.0104472647484,0.010825766,0.0147563314683,0.00147582147639,0.00649264226127,0.00215207664067,0.008059809,0.0028902881920199997,0.00321215044277,0.00242421300116,0.004310805,0.007592656210630001,0.00844995248907
SUGP2,0.0279464983349,0.023261932000000003,0.0223825722295,0.021489507,0.024774069614,0.027015946000000002,0.0258303332272,0.011508758426299998,0.009821060216629998,0.00952649996132,0.020668123,0.0099153683822,0.00890902369418,0.009228262915719999,0.006155081,0.013750831473100002,0.0145564283218
SMARCE1,0.0161674629954,0.012809945,0.00926571292834,0.008010369,0.00510087460744,0.012224695,0.011484071384299998,0.0045063567952700005,0.0038357277743899998,0.0027942797419699995,0.005781108,0.004293149935510001,0.0030161294819199998,0.0039548373378,0.0026284740000000004,0.00372462330961,0.006915401188010001
OXLD1,0.823140246948,0.8387566909999999,0.7058380675679999,0.5096266279999999,0.628890197509,0.633035793,0.527947668384,0.5172188847479999,0.482776343659,0.5715376874170001,0.597943888,0.475462688952,0.561439382444,0.579944097537,0.450318066,0.46877698607699997,0.51305810139
MAPK13,0.038291441024,0.022173009,0.0144463401203,0.011436934,0.00686249389601,0.016337174,0.014164407818400001,0.0033823838654000004,0.00648608264878,0.00474965952814,0.0075304330000000004,0.00391199123243,0.0034340914084700002,0.00574186745432,0.003544626,0.0134120976385,0.00989114194702
TMEM129,0.16883355744000006,0.145546476,0.121862061493,0.086698599,0.070019603613,0.128707254,0.116244560885,0.0471114938944,0.0365059354382,0.036862093922,0.06029953,0.0307138268757,0.0297800384707,0.027705066634499998,0.022729737000000003,0.035345517716900005,0.06661863115519999
MINA,0.113327072176,0.083740443,0.0827171322753,0.054990461,0.053091168505300004,0.080644496,0.0666335058156,0.018653159587400003,0.0264573581991,0.00936820241339,0.045564602,0.019004068110599997,0.0159147572573,0.0275537829086,0.022117779,0.021690120488299998,0.0641914671187
CFP,0.0450260199866,0.037066742,0.0259905757026,0.018673887,0.020575886014599996,0.032122666,0.019689410877099998,0.00256124554659,0.00412908510833,0.00154831177849,0.006359573,0.0013174302299600001,0.000928675543485,0.00156001611172,0.000266382,0.00320188724588,0.00685562742585
GIMAP6,0.0554844867747,0.024854097999999998,0.0278992263851,0.006470143,0.0238449550035,0.020619046000000002,0.020338147808,0.00587721959726,0.008589053004130001,0.0021857311562800004,0.007214775,0.00483230181685,0.0039699976981,0.007564699006159999,0.00534117,0.00473091698839,0.00843368503592
KMT2B,0.0459083096132,0.064855751,0.0418486821584,0.024954321,0.027067812368299998,0.039017001,0.0407134147241,0.0129167095,0.0158614325487,0.006377926908830001,0.017953466,0.0123347995551,0.015545905365,0.0136293247612,0.018246773,0.013256854697499999,0.020398102390999998
